01-01,156.2238211
01-02,153.6796785
02-02,154.5140198
02-07,154.0467766
02-12,150.9274532
02-13,152.1878695
03-02,151.6770192
04-02,150.8101628
04-22,148.2852392
04-24,149.7352664
04-27,148.2162405
05-04,188.0300145
05-02,159.4890191
